# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 2.11034320431D-01, 3.83748611934D-01,-7.88965679569D-01,-6.16251388066D-01, 4.80651768214D+29, 3.39684286727D+09, 0.00000000000D+00, 1.48637058269D+13, 4.06447908493D+04, 2.07759305859D+00, 1.00000000000D+00, 6.78925117694D+08, 3.33094257360D+18, 3.42596875282D-01, 3.42596873325D-01, 1.48811743626D+19, 1.91298315337D+27, 3.77027518367D+06, 1.60391484109D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 2.03710572960D-01, 3.77423422709D-01,-7.96289427040D-01,-6.22576577291D-01, 4.63971200973D+29, 3.34085393797D+09, 0.00000000000D+00, 1.51884985166D+13, 4.09469070812D+04, 2.10032849084D+00, 1.00000000000D+00, 6.78925128328D+08, 3.98661796449D+18, 3.42578250470D-01, 3.42578248498D-01, 1.83036246622D+19, 2.33877387443D+27, 3.78897395456D+06, 1.60378824875D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.96500484443D-01, 3.71052914785D-01,-8.03499515557D-01,-6.28947085215D-01, 4.47549503368D+29, 3.28446385933D+09, 0.00000000000D+00, 1.55185158002D+13, 4.12495146703D+04, 2.12320335258D+00, 1.00000000000D+00, 6.78925139037D+08, 4.76824092943D+18, 3.42485898800D-01, 3.42485896813D-01, 2.25156763424D+19, 2.85748456954D+27, 3.80757178667D+06, 1.60391066271D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.89406831240D-01, 3.64635249433D-01,-8.10593168760D-01,-6.35364750567D-01, 4.31392998832D+29, 3.22765635542D+09, 0.00000000000D+00, 1.58539390065D+13, 4.15526593585D+04, 2.14622753073D+00, 1.00000000000D+00, 6.78925149821D+08, 5.69958659032D+18, 3.42319322746D-01, 3.42319320742D-01, 2.77016237793D+19, 3.48911701477D+27, 3.82606425129D+06, 1.60427467883D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.82432418440D-01, 3.58168507532D-01,-8.17567581560D-01,-6.41831492468D-01, 4.15508076238D+29, 3.17041443866D+09, 0.00000000000D+00, 1.61949686422D+13, 4.18563958523D+04, 2.16941200136D+00, 1.00000000000D+00, 6.78925160684D+08, 6.80890988960D+18, 3.42078046793D-01, 3.42078044769D-01, 3.40897632605D+19, 4.25795753678D+27, 3.84444762864D+06, 1.60487339549D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.75580082192D-01, 3.51650685389D-01,-8.24419917808D-01,-6.48349314611D-01, 3.99901195199D+29, 3.11272037289D+09, 0.00000000000D+00, 1.65418269244D+13, 4.21607889928D+04, 2.19276895316D+00, 1.00000000000D+00, 6.78925171632D+08, 8.12981345503D+18, 3.41761596083D-01, 3.41761594040D-01, 4.19632878003D+19, 5.19350432006D+27, 3.86271894437D+06, 1.60570044766D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.68852692104D-01, 3.45079690437D-01,-8.31147307896D-01,-6.54920309563D-01, 3.84578891537D+29, 3.05455563525D+09, 0.00000000000D+00, 1.68947607133D+13, 4.24659150764D+04, 2.21631241327D+00, 1.00000000000D+00, 6.78925122349D+08, 9.70229634033D+18, 3.41489157117D-01, 3.41489155052D-01, 5.16740218575D+19, 6.33160234630D+27, 3.88075096727D+06, 1.60674428686D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.62253859664D-01, 3.38454058930D-01,-8.37746140336D-01,-6.61545941070D-01, 3.69549390772D+29, 2.99590726903D+09, 0.00000000000D+00, 1.72540057534D+13, 4.27721308588D+04, 2.24005758402D+00, 1.00000000000D+00, 6.78925122188D+08, 1.15756872892D+19, 3.41469416611D-01, 3.41469414523D-01, 6.36669084331D+19, 7.71578423892D+27, 3.89847241446D+06, 1.60791300256D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.55786794722D-01, 3.31771863075D-01,-8.44213205278D-01,-6.68228136925D-01, 3.54820003660D+29, 2.93675820993D+09, 0.00000000000D+00, 1.76198489196D+13, 4.30796686198D+04, 2.26401977013D+00, 1.00000000000D+00, 6.78925121946D+08, 1.38087495022D+19, 3.41451257241D-01, 3.41451255128D-01, 7.84968257376D+19, 9.39927467689D+27, 3.91623650298D+06, 1.60916878668D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.49454571038D-01, 3.25030919108D-01,-8.50545428962D-01,-6.74969080892D-01, 3.40397730996D+29, 2.87708912783D+09, 0.00000000000D+00, 1.79926210474D+13, 4.33887201289D+04, 2.28821494135D+00, 1.00000000000D+00, 6.78925121623D+08, 1.64719140491D+19, 3.41435241341D-01, 3.41435239201D-01, 9.68584602639D+19, 1.14471414739D+28, 3.93405828582D+06, 1.61050389144D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.43260296019D-01, 3.18228946986D-01,-8.56739703981D-01,-6.81771053014D-01, 3.26289650214D+29, 2.81687984038D+09, 0.00000000000D+00, 1.83726935359D+13, 4.36994992784D+04, 2.31266099858D+00, 1.00000000000D+00, 6.78925121220D+08, 1.96502122960D+19, 3.41421923940D-01, 3.41421921771D-01, 1.19625567641D+20, 1.39389966553D+28, 3.95195401084D+06, 1.61191096454D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.37207113682D-01, 3.11363569267D-01,-8.62792886318D-01,-6.88636430733D-01, 3.12502922121D+29, 2.75610930307D+09, 0.00000000000D+00, 1.87604844522D+13, 4.40122451990D+04, 2.33737805842D+00, 1.00000000000D+00, 6.78925120736D+08, 2.34466238329D+19, 3.41411856791D-01, 3.41411854590D-01, 1.47900370565D+20, 1.69724375069D+28, 3.96994131846D+06, 1.61338302789D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.31298207729D-01, 3.04432311337D-01,-8.68701792271D-01,-6.95567688663D-01, 2.99044797923D+29, 2.69475561128D+09, 0.00000000000D+00, 1.91564657242D+13, 4.43272259103D+04, 2.36238878643D+00, 1.00000000000D+00, 6.78925120173D+08, 2.79863048376D+19, 3.41405593100D-01, 3.41405590865D-01, 1.83077746484D+20, 2.06673765856D+28, 3.98803947283D+06, 1.61491345521D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.25536804751D-01, 2.97432603522D-01,-8.74463195249D-01,-7.02567396478D-01, 2.85922626501D+29, 2.63279601893D+09, 0.00000000000D+00, 1.95611716454D+13, 4.46447426074D+04, 2.38771878845D+00, 1.00000000000D+00, 6.78925119527D+08, 3.34219662363D+19, 3.41403693086D-01, 3.41403690814D-01, 2.26929061402D+20, 2.51715177881D+28, 4.00626963332D+06, 1.61649594784D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.19926177496D-01, 2.90361785761D-01,-8.80073822504D-01,-7.09638214239D-01, 2.73143861865D+29, 2.57020697982D+09, 0.00000000000D+00, 1.99752089685D+13, 4.49651347140D+04, 2.41339707442D+00, 1.00000000000D+00, 6.78925119386D+08, 3.99407662925D+19, 3.41400292210D-01, 3.41400289899D-01, 2.81712266966D+20, 3.06673198135D+28, 4.02464023222D+06, 1.61812427793D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.14469538800D-01, 2.83216971979D-01,-8.85530461200D-01,-7.16783028021D-01, 2.60715821571D+29, 2.50696294719D+09, 0.00000000000D+00, 2.03992776498D+13, 4.52887330682D+04, 2.43945907954D+00, 1.00000000000D+00, 6.78925114791D+08, 4.77719162079D+19, 3.41303595915D-01, 3.41303593561D-01, 3.50309933375D+20, 3.73809503262D+28, 4.04294159768D+06, 1.61970541982D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.09170219285D-01, 2.75995279498D-01,-8.90829780715D-01,-7.24004720502D-01, 2.48646091443D+29, 2.44303840433D+09, 0.00000000000D+00, 2.08341729849D+13, 4.56159458899D+04, 2.46594406609D+00, 1.00000000000D+00, 6.78925110151D+08, 5.71993572085D+19, 3.41239351198D-01, 3.41239348796D-01, 4.36427504948D+20, 4.55934933321D+28, 4.06147406108D+06, 1.62116583715D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 1.04031702422D-01, 2.68693904135D-01,-8.95968297578D-01,-7.31306095865D-01, 2.36942605437D+29, 2.37840852932D+09, 0.00000000000D+00, 2.12807988897D+13, 4.59472880110D+04, 2.49289461420D+00, 1.00000000000D+00, 6.78925105446D+08, 6.85779937989D+19, 3.41207731168D-01, 3.41207728716D-01, 5.44857694196D+20, 5.56557213654D+28, 4.08026880005D+06, 1.62250370444D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 9.90575248594D-02, 2.61310019930D-01,-9.00942475141D-01,-7.38689980070D-01, 2.25613418620D+29, 2.31304830751D+09, 0.00000000000D+00, 2.17401960116D+13, 4.62833443128D+04, 2.52035960365D+00, 1.00000000000D+00, 6.78925100652D+08, 8.23532043161D+19, 3.41209109805D-01, 3.41209107297D-01, 6.81825401318D+20, 6.80076552216D+28, 4.09936125835D+06, 1.62371658983D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 9.42512785309D-02, 2.53840818628D-01,-9.05748721469D-01,-7.46159181372D-01, 2.14666711982D+29, 2.24693288096D+09, 0.00000000000D+00, 2.22135668072D+13, 4.66247820035D+04, 2.54839531126D+00, 1.00000000000D+00, 6.78925095744D+08, 9.90881559736D+19, 3.41244092876D-01, 3.41244090308D-01, 8.55462858246D+20, 8.32041196513D+28, 4.11879190701D+06, 1.62480132584D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 8.96166115484D-02, 2.46283563920D-01,-9.10383388452D-01,-7.53716436080D-01, 2.04110794463D+29, 2.18003802857D+09, 0.00000000000D+00, 2.27023059834D+13, 4.69723653477D+04, 2.57706672840D+00, 1.00000000000D+00, 6.78925090690D+08, 1.19500930005D+20, 3.41313556667D-01, 3.41313554033D-01, 1.07646184150D+21, 1.01948716674D+29, 4.13860716112D+06, 1.62575384789D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 8.51572272021D-02, 2.38635665083D-01,-9.14842772798D-01,-7.61364334917D-01, 1.93954100676D+29, 2.11234081793D+09, 0.00000000000D+00, 2.32080375769D+13, 4.73269733748D+04, 2.60644914651D+00, 1.00000000000D+00, 6.78925085453D+08, 1.44515591074D+20, 3.41418696583D-01, 3.41418693878D-01, 1.35897762113D+21, 1.25139421374D+29, 4.15886048747D+06, 1.62656899128D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 8.08768801418D-02, 2.30894775998D-01,-9.19123119858D-01,-7.69105224002D-01, 1.84205182211D+29, 2.04382048182D+09, 0.00000000000D+00, 2.37326602683D+13, 4.76896212149D+04, 2.63663007084D+00, 1.00000000000D+00, 6.78925080089D+08, 1.75333345016D+20, 3.41559537731D-01, 3.41559534946D-01, 1.72189506013D+21, 1.53930405542D+29, 4.17960305008D+06, 1.62724027911D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 7.67793261230D-02, 2.23058846413D-01,-9.23220673877D-01,-7.76941153587D-01, 1.74872593178D+29, 1.97445887192D+09, 0.00000000000D+00, 2.42784087832D+13, 4.80614573204D+04, 2.66771449707D+00, 1.00000000000D+00, 6.78925081386D+08, 2.13530043641D+20, 3.41673457636D-01, 3.41673454765D-01, 2.19059852994D+21, 1.89816922195D+29, 4.20057236622D+06, 1.62779806610D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 7.28683089200D-02, 2.15126282705D-01,-9.27131691080D-01,-7.84873717295D-01, 1.65964860396D+29, 1.90424188191D+09, 0.00000000000D+00, 2.48479247403D+13, 4.84437891971D+04, 2.69982625141D+00, 1.00000000000D+00, 6.78925082843D+08, 2.61196311284D+20, 3.41780684579D-01, 3.41780681614D-01, 2.79950772398D+21, 2.34752434453D+29, 4.22208449918D+06, 1.62826917910D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.91476046734D-02, 2.07096287614D-01,-9.30852395327D-01,-7.92903712386D-01, 1.57490584404D+29, 1.83316245465D+09, 0.00000000000D+00, 2.54443335249D+13, 4.88381608527D+04, 2.73310846540D+00, 1.00000000000D+00, 6.78925084493D+08, 3.21147068071D+20, 3.41880499303D-01, 3.41880496233D-01, 3.59580654114D+21, 2.91312195956D+29, 4.24422210589D+06, 1.62864689883D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.56210261975D-02, 1.98969252819D-01,-9.34378973803D-01,-8.01030747181D-01, 1.49458449267D+29, 1.76122405717D+09, 0.00000000000D+00, 2.60713406055D+13, 4.92464302388D+04, 2.76771785392D+00, 1.00000000000D+00, 6.78924987300D+08, 3.97234092598D+20, 3.42200451723D-01, 3.42200448542D-01, 4.64497586416D+21, 3.62926419563D+29, 4.26938658422D+06, 1.62782895977D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 6.22926610565D-02, 1.90747814856D-01,-9.37707338944D-01,-8.09252185144D-01, 1.41877764822D+29, 1.68845002742D+09, 0.00000000000D+00, 2.67332941297D+13, 4.96710641210D+04, 2.80380104427D+00, 1.00000000000D+00, 6.78924992416D+08, 4.94871967756D+20, 3.42643101245D-01, 3.42643097942D-01, 6.03962829609D+21, 4.54214806753D+29, 4.29681588710D+06, 1.62624835483D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.91660128620D-02, 1.82435543624D-01,-9.40833987138D-01,-8.17564456376D-01, 1.34756510895D+29, 1.61487196520D+09, 0.00000000000D+00, 2.74354816766D+13, 5.01145830598D+04, 2.84158272233D+00, 1.00000000000D+00, 6.78924997220D+08, 6.21646046365D+20, 3.43072989677D-01, 3.43072986240D-01, 7.91120424242D+21, 5.71501630371D+29, 4.32528001597D+06, 1.62453742268D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.62443389875D-02, 1.74038527026D-01,-9.43755661013D-01,-8.25961472974D-01, 1.28102106478D+29, 1.54054375905D+09, 0.00000000000D+00, 2.81842557443D+13, 5.05799633099D+04, 2.88133311042D+00, 1.00000000000D+00, 6.78925001606D+08, 7.88465063783D+20, 3.43494676489D-01, 3.43494672902D-01, 1.04498917088D+22, 7.23543702526D+29, 4.35495436509D+06, 1.62266074468D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.35305095151D-02, 1.65566102132D-01,-9.46469490485D-01,-8.34433897868D-01, 1.21921088472D+29, 1.46554805828D+09, 0.00000000000D+00, 2.89872669330D+13, 5.10707187336D+04, 2.92337212642D+00, 1.00000000000D+00, 6.78925005406D+08, 1.01133239281D+21, 3.43913675570D-01, 3.43913671815D-01, 1.39356603279D+22, 9.22649875128D+29, 4.38604460885D+06, 1.62057449869D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 5.10268192195D-02, 1.57031720299D-01,-9.48973180780D-01,-8.42968279701D-01, 1.16218683454D+29, 1.39000393082D+09, 0.00000000000D+00, 2.98537431075D+13, 5.15909918336D+04, 2.96807821547D+00, 1.00000000000D+00, 6.78925008351D+08, 1.31423550132D+21, 3.44336861374D-01, 3.44336857431D-01, 1.87885645346D+22, 1.18640814317D+30, 4.41879158631D+06, 1.61822379637D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.87347445357D-02, 1.48453925997D-01,-9.51265255464D-01,-8.51546074003D-01, 1.10998254154D+29, 1.31407552746D+09, 0.00000000000D+00, 3.07948173852D+13, 5.21456505367D+04, 3.01589789561D+00, 1.00000000000D+00, 6.78925010023D+08, 1.73397197540D+21, 3.44773051851D-01, 3.44773047697D-01, 2.56521797872D+22, 1.54040246709D+30, 4.45347639797D+06, 1.61553916458D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.66546412935D-02, 1.39857392366D-01,-9.53345358707D-01,-8.60142607634D-01, 1.06260611010D+29, 1.23798124846D+09, 0.00000000000D+00, 3.18239031059D+13, 5.27403840865D+04, 3.06735562719D+00, 1.00000000000D+00, 6.78924985728D+08, 2.32841334768D+21, 3.45280689345D-01, 3.45280684952D-01, 3.55353941637D+22, 2.02257566295D+30, 4.49039347354D+06, 1.61243513366D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.47855494757D-02, 1.31274689151D-01,-9.55214450524D-01,-8.68725310849D-01, 1.02003567486D+29, 1.16200939268D+09, 0.00000000000D+00, 3.29569967969D+13, 5.33820439500D+04, 3.12305959908D+00, 1.00000000000D+00, 6.78924991535D+08, 3.19140579558D+21, 3.46019190268D-01, 3.46019185607D-01, 5.00641191292D+22, 2.69036580440D+30, 4.52977378410D+06, 1.60893722091D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.31245194748D-02, 1.22746000299D-01,-9.56875480525D-01,-8.77253999701D-01, 9.82204055558D+28, 1.08651565800D+09, 0.00000000000D+00, 3.42132000856D+13, 5.40783662704D+04, 3.18371472548D+00, 1.00000000000D+00, 6.78924672566D+08, 4.47907369494D+21, 3.47114950258D-01, 3.47114945293D-01, 7.19248567787D+22, 3.63284689792D+30, 4.57192813140D+06, 1.60504290512D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.16666666667D-02, 1.14321903234D-01,-9.58333333333D-01,-8.85678096766D-01, 9.49000000000D+28, 1.01194774260D+09, 0.00000000000D+00, 3.56146703712D+13, 5.48388208750D+04, 3.25009998464D+00, 1.00000000000D+00, 6.78924680632D+08, 6.46149642960D+21, 3.48545061047D-01, 3.48545055741D-01, 1.05714964404D+23, 4.99138339658D+30, 4.61730829438D+06, 1.60071039965D+08, 6.73000000000D-01, 2.77000000000D-01, 5.00000000000D-02
 4.16666666667D-02, 1.14321903234D-01,-9.58333333333D-01,-8.85678096766D-01, 9.49000000000D+28, 1.01194774260D+09, 0.00000000000D+00, 3.56146703712D+13, 0.00000000000D+00, 1.75505167628D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 3.59932332721D-02, 1.07692261018D-01,-9.64006766728D-01,-8.92307738982D-01, 8.19781881006D+28, 9.53263874638D+08, 0.00000000000D+00, 4.21186903819D+13, 0.00000000000D+00, 1.87495163412D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 3.08596983767D-02, 1.01327145666D-01,-9.69140301623D-01,-8.98672854334D-01, 7.02860490228D+28, 8.96921529645D+08, 0.00000000000D+00, 4.85648412007D+13, 0.00000000000D+00, 1.98443035029D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 2.62390670554D-02, 9.51794829051D-02,-9.73760932945D-01,-9.04820517095D-01, 5.97620991254D+28, 8.42504018418D+08, 0.00000000000D+00, 5.49061277459D+13, 0.00000000000D+00, 2.08458388806D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 2.21043443833D-02, 8.92133483633D-02,-9.77895655617D-01,-9.10786651637D-01, 5.03448547673D+28, 7.89693347752D+08, 0.00000000000D+00, 6.11006181925D+13, 0.00000000000D+00, 2.17621865227D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 1.84285354353D-02, 8.34004564628D-02,-9.81571464565D-01,-9.16599543537D-01, 4.19728323075D+28, 7.38239141074D+08, 0.00000000000D+00, 6.71106984090D+13, 0.00000000000D+00, 2.25997485245D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 1.51846452867D-02, 7.77179993642D-02,-9.84815354713D-01,-9.22282000636D-01, 3.45845481050D+28, 6.87939509327D+08, 0.00000000000D+00, 7.29025379319D+13, 0.00000000000D+00, 2.33639058653D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 1.23456790123D-02, 7.21472367043D-02,-9.87654320988D-01,-9.27852763296D-01, 2.81185185185D+28, 6.38628567690D+08, 0.00000000000D+00, 7.84456830057D+13, 0.00000000000D+00, 2.40593546506D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 9.88464168736D-03, 6.66725301342D-02,-9.90115358313D-01,-9.33327469866D-01, 2.25132599071D+28, 5.90167889566D+08, 0.00000000000D+00, 8.37127315037D+13, 0.00000000000D+00, 2.46902823996D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 7.77453838678D-03, 6.12806557815D-02,-9.92225461613D-01,-9.38719344219D-01, 1.77072886297D+28, 5.42440420680D+08, 0.00000000000D+00, 8.86790644551D+13, 0.00000000000D+00, 2.52604604040D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 5.98837418565D-03, 5.59602984455D-02,-9.94011625814D-01,-9.44039701554D-01, 1.36391210452D+28, 4.95346001819D+08, 0.00000000000D+00, 9.33226194192D+13, 0.00000000000D+00, 2.57732929545D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 4.49915415902D-03, 5.07016693288D-02,-9.95500845841D-01,-9.49298330671D-01, 1.02472735126D+28, 4.48797985093D+08, 0.00000000000D+00, 9.76236966583D+13, 0.00000000000D+00, 2.62318452618D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 3.27988338192D-03, 4.54962105326D-02,-9.96720116618D-01,-9.54503789467D-01, 7.47026239067D+27, 4.02720618210D+08, 0.00000000000D+00, 1.01564792249D+14, 0.00000000000D+00, 2.66388614680D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 2.30356692942D-03, 4.03363621480D-02,-9.97696433071D-01,-9.59663637852D-01, 5.24660403844D+27, 3.57046982825D+08, 0.00000000000D+00, 1.05130454112D+14, 0.00000000000D+00, 2.69967784097D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 1.54320987654D-03, 3.52153754838D-02,-9.98456790123D-01,-9.64784624516D-01, 3.51481481481D+27, 3.11717341276D+08, 0.00000000000D+00, 1.08307158027D+14, 0.00000000000D+00, 2.73077377030D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 9.71817298348D-04, 3.01271608550D-02,-9.99028182702D-01,-9.69872839145D-01, 2.21341107872D+27, 2.66677789258D+08, 0.00000000000D+00, 1.11083201421D+14, 0.00000000000D+00, 2.75735971098D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 5.62394269877D-04, 2.50661615531D-02,-9.99437605730D-01,-9.74933838447D-01, 1.28090918907D+27, 2.21879140233D+08, 0.00000000000D+00, 1.13448613148D+14, 0.00000000000D+00, 2.77959413623D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 2.87945866177D-04, 2.00272477622D-02,-9.99712054134D-01,-9.79972752238D-01, 6.55825504805D+26, 1.77275986405D+08, 0.00000000000D+00, 1.15395077864D+14, 0.00000000000D+00, 2.79760922791D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 1.21477162293D-04, 1.50056256648D-02,-9.99878522838D-01,-9.84994374335D-01, 2.76676384840D+26, 1.32825894148D+08, 0.00000000000D+00, 1.16915873824D+14, 0.00000000000D+00, 2.81151178942D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
 3.59932332721D-05, 9.99675801005D-03,-9.99964006767D-01,-9.90003241990D-01, 8.19781881006D+25, 8.84887009002D+07, 0.00000000000D+00, 1.18005823201D+14, 0.00000000000D+00, 2.82138403175D+01, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 0.00000000000D+00, 1.00000000000D+00
